#version: ${plugin.version}
#If you change this file it will not be automatically updated after the next release.,
#item,material
MagentastainedClay,magenta_terracotta
mClay,magenta_terracotta
msClay,magenta_terracotta
mstainedClay,magenta_terracotta
LightBlueClay,light_blue_terracotta
LightBluesClay,light_blue_terracotta
LightBluestainedClay,light_blue_terracotta
lBlueClay,light_blue_terracotta
lBluesClay,light_blue_terracotta
lBluestainedClay,light_blue_terracotta
LightbluClay,light_blue_terracotta
LightblusClay,light_blue_terracotta
LightblustainedClay,light_blue_terracotta
lbluClay,light_blue_terracotta
lblusClay,light_blue_terracotta
lblustainedClay,light_blue_terracotta
lbClay,light_blue_terracotta
lbsClay,light_blue_terracotta
lbstainedClay,light_blue_terracotta
YellowClay,yellow_terracotta
YellowsClay,yellow_terracotta
YellowstainedClay,yellow_terracotta
yClay,yellow_terracotta
ysClay,yellow_terracotta
ystainedClay,yellow_terracotta
LightGreenClay,lime_terracotta
LightGreensClay,lime_terracotta
LightGreenstainedClay,lime_terracotta
lGreenClay,lime_terracotta
lGreensClay,lime_terracotta
lGreenstainedClay,lime_terracotta
LightgreClay,lime_terracotta
LightgresClay,lime_terracotta
LightgrestainedClay,lime_terracotta
lgreClay,lime_terracotta
lgresClay,lime_terracotta
lgrestainedClay,lime_terracotta
LimeClay,lime_terracotta
LimesClay,lime_terracotta
LimestainedClay,lime_terracotta
lClay,lime_terracotta
lsClay,lime_terracotta
lstainedClay,lime_terracotta
PinkClay,pink_terracotta
PinksClay,pink_terracotta
PinkstainedClay,pink_terracotta
piClay,pink_terracotta
pisClay,pink_terracotta
pistainedClay,pink_terracotta
DarkGrayClay,gray_terracotta
DarkGraysClay,gray_terracotta
DarkGraystainedClay,gray_terracotta
dGrayClay,gray_terracotta
dGraysClay,gray_terracotta
dGraystainedClay,gray_terracotta
DarkGreyClay,gray_terracotta
DarkgreeysClay,gray_terracotta
DarkGreystainedClay,gray_terracotta
dGreyClay,gray_terracotta
dGreysClay,gray_terracotta
dGreystainedClay,gray_terracotta
DarkgraClay,gray_terracotta
DarkgrasClay,gray_terracotta
DarkgrastainedClay,gray_terracotta
dgraClay,gray_terracotta
dgrasClay,gray_terracotta
dgrastainedClay,gray_terracotta
GrayClay,gray_terracotta
GraysClay,gray_terracotta
GraystainedClay,gray_terracotta
GreyClay,gray_terracotta
GreysClay,gray_terracotta
GreystainedClay,gray_terracotta
graClay,gray_terracotta
grasClay,gray_terracotta
grastainedClay,gray_terracotta
LightGrayClay,light_gray_terracotta
LightGraysClay,light_gray_terracotta
LightGraystainedClay,light_gray_terracotta
lGrayClay,light_gray_terracotta
lGraysClay,light_gray_terracotta
lGraystainedClay,light_gray_terracotta
LightGreyClay,light_gray_terracotta
LightGreysClay,light_gray_terracotta
LightGreystainedClay,light_gray_terracotta
lGreyClay,light_gray_terracotta
lGreysClay,light_gray_terracotta
lGreystainedClay,light_gray_terracotta
LightgraClay,light_gray_terracotta
LightgrasClay,light_gray_terracotta
LightgrastainedClay,light_gray_terracotta
lgraClay,light_gray_terracotta
lgrasClay,light_gray_terracotta
lgrastainedClay,light_gray_terracotta
SilverClay,light_gray_terracotta
SilversClay,light_gray_terracotta
SilverstainedClay,light_gray_terracotta
siClay,light_gray_terracotta
siasClay,light_gray_terracotta
siastainedClay,light_gray_terracotta
CyanClay,cyan_terracotta
CyansClay,cyan_terracotta
CyanstainedClay,cyan_terracotta
cClay,cyan_terracotta
csClay,cyan_terracotta
cstainedClay,cyan_terracotta
PurpleClay,purple_terracotta
PurplesClay,purple_terracotta
PurplestainedClay,purple_terracotta
puClay,purple_terracotta
pusClay,purple_terracotta
pustainedClay,purple_terracotta
BlueClay,blue_terracotta
BluesClay,blue_terracotta
BluestainedClay,blue_terracotta
bluClay,blue_terracotta
blusClay,blue_terracotta
blustainedClay,blue_terracotta
BrownClay,brown_terracotta
BrownsClay,brown_terracotta
BrownstainedClay,brown_terracotta
broClay,brown_terracotta
brosClay,brown_terracotta
brostainedClay,brown_terracotta
DarkGreenClay,green_terracotta
DarkGreensClay,green_terracotta
DarkGreenstainedClay,green_terracotta
dGreenClay,green_terracotta
dGreensClay,green_terracotta
dGreenstainedClay,green_terracotta
GreenClay,green_terracotta
GreensClay,green_terracotta
GreenstainedClay,green_terracotta
DarkgreClay,green_terracotta
DarkgresClay,green_terracotta
DarkgrestainedClay,green_terracotta
dgreClay,green_terracotta
dgresClay,green_terracotta
dgrestainedClay,green_terracotta
greClay,green_terracotta
gresClay,green_terracotta
grestainedClay,green_terracotta
RedClay,red_terracotta
RedsClay,red_terracotta
RedstainedClay,red_terracotta
rClay,red_terracotta
rsClay,red_terracotta
rstainedClay,red_terracotta
BlackClay,black_terracotta
BlacksClay,black_terracotta
BlackstainedClay,black_terracotta
blaClay,black_terracotta
blasClay,black_terracotta
blastainedClay,black_terracotta
Whiteglasspane,white_stained_glass_pane
Whitesglasspane,white_stained_glass_pane
Whitestainedglasspane,white_stained_glass_pane
wglasspane,white_stained_glass_pane
wsglasspane,white_stained_glass_pane
wstainedglasspane,white_stained_glass_pane
sglasspane,white_stained_glass_pane
stainedglasspane,white_stained_glass_pane
Orangeglasspane,orange_stained_glass_pane
Orangesglasspane,orange_stained_glass_pane
Orangestainedglasspane,orange_stained_glass_pane
oglasspane,orange_stained_glass_pane
osglasspane,orange_stained_glass_pane
ostainedglasspane,orange_stained_glass_pane
Magentaglasspane,magenta_stained_glass_pane
Magentasglasspane,magenta_stained_glass_pane
Magentastainedglasspane,magenta_stained_glass_pane
mglasspane,magenta_stained_glass_pane
msglasspane,magenta_stained_glass_pane
mstainedglasspane,magenta_stained_glass_pane
LightBlueglasspane,light_blue_stained_glass_pane
LightBluesglasspane,light_blue_stained_glass_pane
LightBluestainedglasspane,light_blue_stained_glass_pane
lBlueglasspane,light_blue_stained_glass_pane
lBluesglasspane,light_blue_stained_glass_pane
lBluestainedglasspane,light_blue_stained_glass_pane
Lightbluglasspane,light_blue_stained_glass_pane
Lightblusglasspane,light_blue_stained_glass_pane
Lightblustainedglasspane,light_blue_stained_glass_pane
lbluglasspane,light_blue_stained_glass_pane
lblusglasspane,light_blue_stained_glass_pane
lblustainedglasspane,light_blue_stained_glass_pane
lbglasspane,light_blue_stained_glass_pane
lbsglasspane,light_blue_stained_glass_pane
lbstainedglasspane,light_blue_stained_glass_pane
Yellowglasspane,yellow_stained_glass_pane
Yellowsglasspane,yellow_stained_glass_pane
Yellowstainedglasspane,yellow_stained_glass_pane
yglasspane,yellow_stained_glass_pane
ysglasspane,yellow_stained_glass_pane
ystainedglasspane,yellow_stained_glass_pane
LightGreenglasspane,yellow_stained_glass_pane
LightGreensglasspane,yellow_stained_glass_pane
LightGreenstainedglasspane,yellow_stained_glass_pane
lGreenglasspane,yellow_stained_glass_pane
lGreensglasspane,yellow_stained_glass_pane
lGreenstainedglasspane,yellow_stained_glass_pane
Lightgreglasspane,yellow_stained_glass_pane
Lightgresglasspane,yellow_stained_glass_pane
Lightgrestainedglasspane,yellow_stained_glass_pane
lgreglasspane,yellow_stained_glass_pane
lgresglasspane,yellow_stained_glass_pane
lgrestainedglasspane,yellow_stained_glass_pane
Limeglasspane,yellow_stained_glass_pane
Limesglasspane,yellow_stained_glass_pane
Limestainedglasspane,yellow_stained_glass_pane
lglasspane,yellow_stained_glass_pane
lsglasspane,yellow_stained_glass_pane
lstainedglasspane,yellow_stained_glass_pane
Pinkglasspane,pink_stained_glass_pane
Pinksglasspane,pink_stained_glass_pane
Pinkstainedglasspane,pink_stained_glass_pane
piglasspane,pink_stained_glass_pane
pisglasspane,pink_stained_glass_pane
pistainedglasspane,pink_stained_glass_pane
DarkGrayglasspane,gray_stained_glass_pane
DarkGraysglasspane,gray_stained_glass_pane
DarkGraystainedglasspane,gray_stained_glass_pane
dGrayglasspane,gray_stained_glass_pane
dGraysglasspane,gray_stained_glass_pane
dGraystainedglasspane,gray_stained_glass_pane
DarkGreyglasspane,gray_stained_glass_pane
DarkGreysglasspane,gray_stained_glass_pane
DarkGreystainedglasspane,gray_stained_glass_pane
dGreyglasspane,gray_stained_glass_pane
dGreysglasspane,gray_stained_glass_pane
dGreystainedglasspane,gray_stained_glass_pane
Darkgraglasspane,gray_stained_glass_pane
Darkgrasglasspane,gray_stained_glass_pane
Darkgrastainedglasspane,gray_stained_glass_pane
dgraglasspane,gray_stained_glass_pane
dgrasglasspane,gray_stained_glass_pane
dgrastainedglasspane,gray_stained_glass_pane
Grayglasspane,gray_stained_glass_pane
Graysglasspane,gray_stained_glass_pane
Graystainedglasspane,gray_stained_glass_pane
Greyglasspane,gray_stained_glass_pane
Greysglasspane,gray_stained_glass_pane
Greystainedglasspane,gray_stained_glass_pane
graglasspane,gray_stained_glass_pane
grasglasspane,gray_stained_glass_pane
grastainedglasspane,gray_stained_glass_pane
LightGrayglasspane,light_gray_stained_glass_pane
LightGraysglasspane,light_gray_stained_glass_pane
LightGraystainedglasspane,light_gray_stained_glass_pane
lGrayglasspane,light_gray_stained_glass_pane
lGraysglasspane,light_gray_stained_glass_pane
lGraystainedglasspane,light_gray_stained_glass_pane
LightGreyglasspane,light_gray_stained_glass_pane
LightGreysglasspane,light_gray_stained_glass_pane
LightGreystainedglasspane,light_gray_stained_glass_pane
lGreyglasspane,light_gray_stained_glass_pane
lGreysglasspane,light_gray_stained_glass_pane
lGreystainedglasspane,light_gray_stained_glass_pane
Lightgraglasspane,light_gray_stained_glass_pane
Lightgrasglasspane,light_gray_stained_glass_pane
Lightgrastainedglasspane,light_gray_stained_glass_pane
lgraglasspane,light_gray_stained_glass_pane
lgrasglasspane,light_gray_stained_glass_pane
lgrastainedglasspane,light_gray_stained_glass_pane
Silverglasspane,light_gray_stained_glass_pane
Silversglasspane,light_gray_stained_glass_pane
Silverstainedglasspane,light_gray_stained_glass_pane
siglasspane,light_gray_stained_glass_pane
siasglasspane,light_gray_stained_glass_pane
siastainedglasspane,light_gray_stained_glass_pane
Cyanglasspane,cyan_stained_glass_pane
Cyansglasspane,cyan_stained_glass_pane
Cyanstainedglasspane,cyan_stained_glass_pane
cglasspane,cyan_stained_glass_pane
csglasspane,cyan_stained_glass_pane
cstainedglasspane,cyan_stained_glass_pane
Purpleglasspane,purple_stained_glass_pane
Purplesglasspane,purple_stained_glass_pane
Purplestainedglasspane,purple_stained_glass_pane
puglasspane,purple_stained_glass_pane
pusglasspane,purple_stained_glass_pane
pustainedglasspane,purple_stained_glass_pane
Blueglasspane,blue_stained_glass_pane
Bluesglasspane,blue_stained_glass_pane
Bluestainedglasspane,blue_stained_glass_pane
bluglasspane,blue_stained_glass_pane
blusglasspane,blue_stained_glass_pane
blustainedglasspane,blue_stained_glass_pane
Brownglasspane,brown_stained_glass_pane
Brownsglasspane,brown_stained_glass_pane
Brownstainedglasspane,brown_stained_glass_pane
broglasspane,brown_stained_glass_pane
brosglasspane,brown_stained_glass_pane
brostainedglasspane,brown_stained_glass_pane
DarkGreenglasspane,green_stained_glass_pane
DarkGreensglasspane,green_stained_glass_pane
DarkGreenstainedglasspane,green_stained_glass_pane
dGreenglasspane,green_stained_glass_pane
dGreensglasspane,green_stained_glass_pane
dGreenstainedglasspane,green_stained_glass_pane
Greenglasspane,green_stained_glass_pane
Greensglasspane,green_stained_glass_pane
Greenstainedglasspane,green_stained_glass_pane
Darkgreglasspane,green_stained_glass_pane
Darkgresglasspane,green_stained_glass_pane
Darkgrestainedglasspane,green_stained_glass_pane
dgreglasspane,green_stained_glass_pane
dgresglasspane,green_stained_glass_pane
dgrestainedglasspane,green_stained_glass_pane
greglasspane,green_stained_glass_pane
gresglasspane,green_stained_glass_pane
grestainedglasspane,green_stained_glass_pane
Redglasspane,red_stained_glass_pane
Redsglasspane,red_stained_glass_pane
Redstainedglasspane,red_stained_glass_pane
rglasspane,red_stained_glass_pane
rsglasspane,red_stained_glass_pane
rstainedglasspane,red_stained_glass_pane
Blackglasspane,black_stained_glass_pane
Blacksglasspane,black_stained_glass_pane
Blackstainedglasspane,black_stained_glass_pane
blaglasspane,black_stained_glass_pane
blasglasspane,black_stained_glass_pane
blastainedglasspane,black_stained_glass_pane
AcaciaLeaves,acacia_leaves
AcaciaTreeLeaves,acacia_leaves
AcaciaLogLeaves,acacia_leaves
AcaciaTrunkLeaves,acacia_leaves
AcaciaWoodLeaves,acacia_leaves
aLeaves,acacia_leaves
aTreeLeaves,acacia_leaves
aLogLeaves,acacia_leaves
aTrunkLeaves,acacia_leaves
awoodLeaves,acacia_leaves
Acacialeave,acacia_leaves
AcaciaTreeleave,acacia_leaves
AcaciaLogleave,acacia_leaves
AcaciaTrunkleave,acacia_leaves
AcaciaWoodleave,acacia_leaves
aleave,acacia_leaves
aTreeleave,acacia_leaves
aLogleave,acacia_leaves
aTrunkleave,acacia_leaves
awoodleave,acacia_leaves
aLeaf,acacia_leaves
aTreeLeaf,acacia_leaves
aLogLeaf,acacia_leaves
aTrunkLeaf,acacia_leaves
awoodLeaf,acacia_leaves
DarkOakLeaves,dark_oak_leaves
DarkOakTreeLeaves,dark_oak_leaves
DarkOakLogLeaves,dark_oak_leaves
DarkOakTrunkLeaves,dark_oak_leaves
DarkOakWoodLeaves,dark_oak_leaves
dOakLeaves,dark_oak_leaves
dOakTreeLeaves,dark_oak_leaves
dOakLogLeaves,dark_oak_leaves
dOakTrunkLeaves,dark_oak_leaves
dOakwoodLeaves,dark_oak_leaves
doLeaves,dark_oak_leaves
doTreeLeaves,dark_oak_leaves
doLogLeaves,dark_oak_leaves
doTrunkLeaves,dark_oak_leaves
dowoodLeaves,dark_oak_leaves
DarkOakleave,dark_oak_leaves
DarkOakTreeleave,dark_oak_leaves
DarkOakLogleave,dark_oak_leaves
DarkOakTrunkleave,dark_oak_leaves
DarkOakWoodleave,dark_oak_leaves
dOakleave,dark_oak_leaves
dOakTreeleave,dark_oak_leaves
dOakLogleave,dark_oak_leaves
dOakTrunkleave,dark_oak_leaves
dOakwoodleave,dark_oak_leaves
doleave,dark_oak_leaves
doTreeleave,dark_oak_leaves
doLogleave,dark_oak_leaves
doTrunkleave,dark_oak_leaves
dowoodleave,dark_oak_leaves
dOakLeaf,dark_oak_leaves
dOakTreeLeaf,dark_oak_leaves
dOakLogLeaf,dark_oak_leaves
dOakTrunkLeaf,dark_oak_leaves
dOakwoodLeaf,dark_oak_leaves
doLeaf,dark_oak_leaves
doTreeLeaf,dark_oak_leaves
doLogLeaf,dark_oak_leaves
doTrunkLeaf,dark_oak_leaves
dowoodLeaf,dark_oak_leaves
Acacia,acacia_log
aTree,acacia_log
aLog,acacia_log
aTrunk,acacia_log
awood,acacia_log
DarkOak,dark_oak_log
dOak,dark_oak_log
dOakTree,dark_oak_log
dOakLog,dark_oak_log
dOakTrunk,dark_oak_log
dOakwood,dark_oak_log
doTree,dark_oak_log
doLog,dark_oak_log
doTrunk,dark_oak_log
dowood,dark_oak_log
AcaciaWoodenstairs,acacia_stairs
AcaciaWoodstairs,acacia_stairs
Acaciawstairs,acacia_stairs
Acaciastairs,acacia_stairs
aWoodenstairs,acacia_stairs
awoodstairs,acacia_stairs
awstairs,acacia_stairs
astairs,acacia_stairs
AcaciaWoodenstair,acacia_stairs
AcaciaWoodstair,acacia_stairs
Acaciawstair,acacia_stairs
Acaciastair,acacia_stairs
aWoodenstair,acacia_stairs
awoodstair,acacia_stairs
awstair,acacia_stairs
astair,acacia_stairs
DarkOakWoodenstairs,dark_oak_stairs
DarkOakWoodstairs,dark_oak_stairs
DarkOakwstairs,dark_oak_stairs
DarkOakstairs,dark_oak_stairs
dOakWoodenstairs,dark_oak_stairs
dOakwoodstairs,dark_oak_stairs
dOakwstairs,dark_oak_stairs
dOakstairs,dark_oak_stairs
doWoodenstairs,dark_oak_stairs
dowoodstairs,dark_oak_stairs
dowstairs,dark_oak_stairs
dostairs,dark_oak_stairs
DarkOakWoodenstair,dark_oak_stairs
DarkOakWoodstair,dark_oak_stairs
DarkOakwstair,dark_oak_stairs
DarkOakstair,dark_oak_stairs
dOakWoodenstair,dark_oak_stairs
dOakwoodstair,dark_oak_stairs
dOakwstair,dark_oak_stairs
dOakstair,dark_oak_stairs
doWoodenstair,dark_oak_stairs
dowoodstair,dark_oak_stairs
dowstair,dark_oak_stairs
dostair,dark_oak_stairs
sLime,slime
sLimeBlock,slime
Prismarine,prismarine
PrismarineBricks,prismarine_bricks
DarkPrismarine,dark_prismarine
prismarinestairs,prismarine_stairs
prismarinebrickstairs,prismarine_brick_stairs
darkprismarinestairs,dark_prismarine_stairs
prismarineslab,prismarine_slab
prismarinebrick_slab,prismarine_brick_slab
darkprismarineslab,dark_prismarine_slab
sealantern,sea_lantern
hay,hay_block
hayBlock,hay_block
haybale,hay_block
baleofhay,hay_block
hayofbale,hay_block
Whitecarpet,white_carpet
Whitefloor,white_carpet
wcarpet,white_carpet
wfloor,white_carpet
carpet,white_carpet
floor,white_carpet
Orangecarpet,orange_carpet
Orangefloor,orange_carpet
ocarpet,orange_carpet
ofloor,orange_carpet
Magentacarpet,magenta_carpet
Magentafloor,magenta_carpet
mcarpet,magenta_carpet
mfloor,magenta_carpet
LightBluecarpet,light_blue_carpet
LightBluefloor,light_blue_carpet
lBluecarpet,light_blue_carpet
lBluefloor,light_blue_carpet
lbcarpet,light_blue_carpet
lbfloor,light_blue_carpet
Lightblucarpet,light_blue_carpet
Lightblufloor,light_blue_carpet
lblucarpet,light_blue_carpet
lblufloor,light_blue_carpet
Yellowcarpet,yellow_carpet
Yellowfloor,yellow_carpet
ycarpet,yellow_carpet
yfloor,yellow_carpet
LightGreencarpet,lime_carpet
LightGreenfloor,lime_carpet
lGreencarpet,lime_carpet
lGreenfloor,lime_carpet
Lightgrecarpet,lime_carpet
Lightgrefloor,lime_carpet
lgrecarpet,lime_carpet
lgrefloor,lime_carpet
Limecarpet,lime_carpet
Limefloor,lime_carpet
lcarpet,lime_carpet
lfloor,lime_carpet
Pinkcarpet,pink_carpet
Pinkfloor,pink_carpet
picarpet,pink_carpet
pifloor,pink_carpet
DarkGraycarpet,gray_carpet
DarkGrayfloor,gray_carpet
dGraycarpet,gray_carpet
dGrayfloor,gray_carpet
DarkGreycarpet,gray_carpet
DarkGreyfloor,gray_carpet
dGreycarpet,gray_carpet
dGreyfloor,gray_carpet
Darkgracarpet,gray_carpet
Darkgrafloor,gray_carpet
dgracarpet,gray_carpet
dgrafloor,gray_carpet
Graycarpet,gray_carpet
Grayfloor,gray_carpet
Greycarpet,gray_carpet
Greyfloor,gray_carpet
gracarpet,gray_carpet
grafloor,gray_carpet
LightGraycarpet,light_gray_carpet
LightGrayfloor,light_gray_carpet
lGraycarpet,light_gray_carpet
lGrayfloor,light_gray_carpet
LightGreycarpet,light_gray_carpet
LightGreyfloor,light_gray_carpet
lGreycarpet,light_gray_carpet
lGreyfloor,light_gray_carpet
Lightgracarpet,light_gray_carpet
Lightgrafloor,light_gray_carpet
lgracarpet,light_gray_carpet
lgrafloor,light_gray_carpet
Silvercarpet,light_gray_carpet
Silverfloor,light_gray_carpet
sicarpet,light_gray_carpet
siafloor,light_gray_carpet
Cyancarpet,cyan_carpet
Cyanfloor,cyan_carpet
ccarpet,cyan_carpet
cfloor,cyan_carpet
Purplecarpet,purple_carpet
Purplefloor,purple_carpet
pucarpet,purple_carpet
pufloor,purple_carpet
Bluecarpet,blue_carpet
Bluefloor,blue_carpet
blucarpet,blue_carpet
blufloor,blue_carpet
Browncarpet,brown_carpet
Brownfloor,brown_carpet
brocarpet,brown_carpet
brofloor,brown_carpet
DarkGreencarpet,green_carpet
DarkGreenfloor,green_carpet
dGreencarpet,green_carpet
dGreenfloor,green_carpet
Greencarpet,green_carpet
Greenfloor,green_carpet
Darkgrecarpet,green_carpet
Darkgrefloor,green_carpet
dgrecarpet,green_carpet
dgrefloor,green_carpet
grecarpet,green_carpet
grefloor,green_carpet
Redcarpet,red_carpet
Redfloor,red_carpet
rcarpet,red_carpet
rfloor,red_carpet
Blackcarpet,black_carpet
Blackfloor,black_carpet
blacarpet,black_carpet
blafloor,black_carpet
hardenedClay,terracotta
hardClay,terracotta
hClay,terracotta
CoalBlock,coal_block
BlockCoal,coal_block
coBlock,coal_block
Blockco,coal_block
Coalb,coal_block
bCoal,coal_block
PackedIce,packed_ice
packice,packed_ice
SolidIce,packed_ice
sunFlower,sunflower
YellowsunFlower,sunflower
lilac,lilac
Magentalilac,lilac
syringa,lilac
LongTallGrass,tall_grass
ExtratallGrass,tall_grass
DoubletallGrass,tall_grass
largetallGrass,tall_grass
longtGrass,tall_grass
ExtratGrass,tall_grass
DoubletGrass,tall_grass
largetGrass,tall_grass
ltGrass,tall_grass
etGrass,tall_grass
dtGrass,tall_grass
bigFern,large_fern
largeFern,large_fern
DoubleFern,large_fern
bFern,large_fern
lFern,large_fern
dFern,large_fern
RoseBush,rose_bush
RedRoseBush,rose_bush
peony,peony
Pinkpeony,peony
paeonia,peony
RedSandstone,red_sandstone
rSandstone,red_sandstone
ChiseledredSandstone,chiseled_red_sandstone
credSandstone,chiseled_red_sandstone
crSandstone,chiseled_red_sandstone
SmoothredSandstone,cut_red_sandstone
sredSandstone,cut_red_sandstone
srSandstone,cut_red_sandstone
RedSandstonestairs,red_sandstone_stairs
RedSandstoneStep,red_sandstone_stairs
RedSandstoneSteps,red_sandstone_stairs
rSandstonestairs,red_sandstone_stairs
rSandstoneStep,red_sandstone_stairs
rSandstoneSteps,red_sandstone_stairs
RedSandstoneSlab,red_sandstone_slab
rSandstoneSlab,red_sandstone_slab
SpruceFenceGate,spruce_fence_gate
SpruceGate,spruce_fence_gate
BirchFenceGate,birch_fence_gate
BirchGate,birch_fence_gate
JungleFenceGate,jungle_fence_gate
JungleGate,jungle_fence_gate
DarkOakFenceGate,dark_oak_fence_gate
DarkOakGate,dark_oak_fence_gate
OakGate,dark_oak_fence_gate
AcaciaFenceGate,acacia_fence_gate
AcaciaGate,acacia_fence_gate
SpruceFence,spruce_fence
BirchFence,birch_fence
JungleFence,jungle_fence
DarkOakFence,dark_oak_fence
AcaciaFence,acacia_fence
Sprucedoor,spruce_door
Birchdoor,birch_door
Jungledoor,jungle_door
Acaciadoor,acacia_door
DarkOakdoor,dark_oak_door
Oakdoor,oak_door
EndRod,end_rod
ChorusPlant,chorus_plant
ChorusFlower,chorus_flower
PurpurBlock,purpur_block
PurpleBlock,purpur_block
PurpurPillar,purpur_pillar
PurplePillar,purpur_pillar
PurpurStairs,purpur_stairs
PurpleStairs,purpur_stairs
PurpurSlab,purpur_slab
PurpleSlab,purpur_slab
EndstoneBrick,end_stone_bricks
EndstoneBricks,end_stone_bricks
EndBricks,end_stone_bricks
EndBrick,end_stone_bricks
BeetrootBlock,beetroots
GrassPath,grass_path
Path,grass_path
EndGateway,end_gateway
RepeatingCommandBlock,repeating_command_block
ChainCommandBlock,chain_command_block
FrostedIce,frosted_ice
magmablock,magma_block
magma,magma_block
netherwartblock,nether_wart_block
rednetherbricks,red_nether_bricks
boneblock,bone_block
structurevoid,structure_void
shulkerbox,shulker_box
whiteshulkerbox,white_shulker_box
orangeshulkerbox,orange_shulker_box
magentashulkerbox,magenta_shulker_box
lightblueshulkerbox,light_blue_shulker_box
yellowshulkerbox,yellow_shulker_box
limeshulkerbox,lime_shulker_box
pinkshulkerbox,pink_shulker_box
grayshulkerbox,gray_shulker_box
lightgrayshulkerbox,light_gray_shulker_box
cyanshulkerbox,cyan_shulker_box
purpleshulkerbox,purple_shulker_box
blueshulkerbox,blue_shulker_box
brownshulkerbox,brown_shulker_box
greenshulkerbox,green_shulker_box
redshulkerbox,red_shulker_box
blackshulkerbox,black_shulker_box
whiteglazedterracotta,white_glazed_terracotta
orangeglazedterracotta,orange_glazed_terracotta
lightblueglazedterracotta,light_blue_glazed_terracotta
yellowglazedterracotta,yellow_glazed_terracotta
limeglazedterracotta,lime_glazed_terracotta
pinkglazedterracotta,pink_glazed_terracotta
grayglazedterracotta,gray_glazed_terracotta
lightgrayglazedterracotta,light_gray_glazed_terracotta
cyanglazedterracotta,cyan_glazed_terracotta
purpleglazedterracotta,purple_glazed_terracotta
blueglazedterracotta,blue_glazed_terracotta
brownglazedterracotta,brown_glazed_terracotta
greenglazedterracotta,green_glazed_terracotta
redglazedterracotta,red_glazed_terracotta
blackglazedterracotta,black_glazed_terracotta
whiteconcrete,white_concrete
orangeconcrete,orange_concrete
magentaconcrete,magenta_concrete
lightblueconcrete,light_blue_concrete
yellowconcrete,yellow_concrete
limeconcrete,lime_concrete
pinkconcrete,pink_concrete
grayconcrete,gray_concrete
lightgrayconcrete,light_gray_concrete
cyanconcrete,cyan_concrete
purpleconcrete,purple_concrete
blueconcrete,blue_concrete
brownconcrete,brown_concrete
greenconcrete,green_concrete
redconcrete,red_concrete
blackconcrete,black_concrete
whiteconcretepowder,white_concrete_powder
orangeconcretepowder,orange_concrete_powder
magentaconcretepowder,magenta_concrete_powder
lightblueconcretepowder,light_blue_concrete_powder
yellowconcretepowder,yellow_concrete_powder
limeconcretepowder,lime_concrete_powder
pinkconcretepowder,pink_concrete_powder
grayconcretepowder,gray_concrete_powder
lightgrayconcretepowder,light_gray_concrete_powder
cyanconcretepowder,cyan_concrete_powder
purpleconcretepowder,purple_concrete_powder
blueconcretepowder,blue_concrete_powder
brownconcretepowder,brown_concrete_powder
greenconcretepowder,green_concrete_powder
redconcretepowder,red_concrete_powder
blackconcretepowder,black_concrete_powder
kelp,kelp
kelpplant,kelp_plant
driedkelp,dried_kelp_block
turtleegg,turtle_egg
deadtubecoralblock,dead_tube_coral_block
deadbraincoralblock,dead_brain_coral_block
deadbubblecoralblock,dead_bubble_coral_block
deadfirecoralblock,dead_fire_coral_block
deadhorncoralblock,dead_horn_coral_block
tubecoralblock,tube_coral_block
braincoralblock,brain_coral_block
bubblecoralblock,bubble_coral_block
firecoralblock,fire_coral_block
horncoralblock,horn_coral_block
tubecoral,tube_coral
braincoral,brain_coral
bubblecoral,bubble_coral
firecoral,fire_coral
horncoral,horn_coral
tubecoralfan,tube_coral_fan
braincoralfan,brain_coral_fan
bubblecoralfan,bubble_coral_fan
firecoralfan,fire_coral_fan
horncoralfan,horn_coral_fan
seapickle,sea_pickle
blueice,blue_ice
conduit,conduit
bubblecolumn,bubble_column
StructureBlock,structure_block
IronShovel,iron_shovel
IronSpade,iron_shovel
iShovel,iron_shovel
iSpade,iron_shovel
SteelShovel,iron_shovel
SteelSpade,iron_shovel
IronPickaxe,iron_pickaxe
IronPick,iron_pickaxe
SteelPickaxe,iron_pickaxe
SteelPick,iron_pickaxe
iPickaxe,iron_pickaxe
iPick,iron_pickaxe
Ironaxe,iron_axe
iaxe,iron_axe
Steelaxe,iron_axe
flintandSteel,flint_and_steel
flintandIron,flint_and_steel
flintandtinder,flint_and_steel
flintnSteel,flint_and_steel
flintnIron,flint_and_steel
flinTNTinder,flint_and_steel
flintSteel,flint_and_steel
flintIron,flint_and_steel
flinttinder,flint_and_steel
Lighter,flint_and_steel
apple,apple
normalapple,apple
Redapple,apple
bow,bow
arrow,arrow
Coal,coal
charCoal,charcoal
cCoal,charcoal
Diamond,diamond
Crystal,diamond
Ironingot,iron_ingot
Ironbar,iron_ingot
Ironi,iron_ingot
Steelingot,iron_ingot
Steelbar,iron_ingot
Steeli,iron_ingot
iingot,iron_ingot
ibar,iron_ingot
ingotIron,iron_ingot
barIron,iron_ingot
iIron,iron_ingot
ingotSteel,iron_ingot
barSteel,iron_ingot
iSteel,iron_ingot
ingoti,iron_ingot
bari,iron_ingot
Goldingot,gold_ingot
Goldbar,gold_ingot
Goldi,gold_ingot
gingot,gold_ingot
gbar,gold_ingot
ingotGold,gold_ingot
barGold,gold_ingot
iGold,gold_ingot
ingotg,gold_ingot
barg,gold_ingot
IronSword,iron_sword
SteelSword,iron_sword
